code,title,prereq,antireq,term,ID,description
MSCI271,Advanced Calculus and Numerical Methods,MATH 118; Level at least 2A Management Engineering,,F,012373,"This course introduces students to first and second order ordinary differential equations, vector calculus, and numerical methods for solution of systems of equations, and ordinary differential equations. Applications in management engineering are emphasized."
MSCI300A,Seminar,Level at least 3A Management Engineering,,W,012374,General Seminar.
MSCI300B,Seminar,Level at least 3B Management Engineering,,F,012375,General Seminar.
MSCI302,Engineering Design Methods,Level at least 3B Management Engineering,,"F, first offered Fall 2024",016242,"This course provides a survey of engineering design theories, methods, and tools as they pertain to need finding, problem formulation, and solution generation and evaluation. Students learn about different approaches to design project and team management and communication, as well as the relationship between design and environmental, social, and economic sustainability. Students gain experience in the entire design cycle by working on a number of small design problems throughout the term. Students form teams and work on a term-long project centred on need finding and problem formulation. This activity is expected to result in a project topic that can be further developed in the capstone design series of courses (MSCI 401/402)."
MSCI311,Organizational Design and Technology,,,"F, W",006821,"The focus of this course is on the procedures and variables involved in the design and redesign of organizations. Issues such as departmentation, differentiation, integration, internal politics, innovation, authority and control are discussed in the context of the underlying technology of the organization. Emphasis will be placed on how one designs both the technical and the organizational systems to ensure their compatibility, noting the effects that one has on the other."
MSCI331,Introduction to Optimization,Not open to students in the Faculty of Mathematics except for Software Engineering.,"BME 411, CHE 521, CIVE 332, CO 250, ENVE 320/335, SYDE 411","F, W, S",006822,"This first course in optimization uses a quantitative approach to problem solving involving, mathematical modelling and formulations, solution methods, and output analysis. Students are introduced to a variety of practical problem formulations in management and engineering, a number of solution methods, including, but not limited to, linear optimization, network models, project management, and decision analysis. Students are also involved in a group project, where they go through conceptual and operational model design, analytical solution, output analysis, and recommendation."
MSCI332,Deterministic Optimization Models and Methods,"One of BME 411, CHE 521, CIVE 332, CO 250, ENVE 320, 335, MSCI 331, SYDE 411",,F,012376,"This course builds on the material presented in MSCI 331, and explores more advanced optimization techniques and applications. Methods, such as integer optimization, dynamic programming, and heuristics are introduced and used to design solution alternatives for applications from management engineering. This may include network and process design in logistics, transportation, telecommunications, and healthcare."
MSCI333,Simulation Analysis and Design,Level at least 3B Management Engineering.,STAT 340,F,012377,"This course introduces the use of discrete event simulation as an approach for understanding and analyzing complex management systems.  Topics include an introduction to simulation modeling, general purpose and special purpose simulation languages, designing valid and credible simulation models, input data analysis, output analysis and experimental design."
MSCI334,Operations Planning and Inventory Control,"MSCI 131; One of CHE 220, CIVE 224, ECE 306, 316, ENVE 224, ME 202, MSCI 252, 253, MTE 201, STAT 206, 231, 241, SYDE 212.",MSCI 432,W,013762,"This course exposes students to production planning and inventory control approaches in industrial and service systems. Production planning topics cover capacity and resources planning, production scheduling, manufacturing resource planning, just-in-time and lean manufacturing. Inventory control topics cover lot sizing policies, deterministic and stochastic inventory policies. The course involves a design project of a production and/or inventory system."
MSCI342,Principles of Software Engineering,MSCI 245; Level at least 3A Management Engineering,,W,012378,"In this course, students learn how to work as a team to efficiently design and build software that works correctly and solves a customer's problem. Topics include software development processes, requirements gathering and analysis, software design, specifications, estimation, scheduling, revision control, software testing, deployment, and team behavior."
MSCI343,Human-Computer Interaction,MSCI 342; Level at least 3B Management Engineering.,"CS 449, SYDE 348/548",F,012379,"This course is designed to provide in-depth exposure to the concepts of human-computer interaction and methods of interactive information system design. The course will focus on techniques for building information systems that meet human needs and capabilities by following a system development lifecycle: user requirements analysis, information and interaction design, prototyping and evaluation."
MSCI391,Work-term Report,Level at least 3A Management Engineering.,"WKRPT 200, 201",W,015094,"A work-term report is a written report that provides an opportunity for students to effectively communicate, document, and reflect on engineering experience gained during a preceding work term. In the report, students draw connections between the theoretical aspects of engineering taught in the classroom and the practical applications of that theory in the workplace. Reports are due on the 10th day of lectures for the academic term in which the report is required."
MSCI392,Work-term Report,Level at least 3B Management Engineering.,"WKRPT 300, 301",F,015095,"A work-term report is a written report that provides an opportunity for students to effectively communicate, document, and reflect on engineering experience gained during a preceding work term. In the report, students draw connections between the theoretical aspects of engineering taught in the classroom and the practical applications of that theory in the workplace. Reports are due on the 10th day of lectures for the academic term in which the report is required."
MSCI400A,Seminar,Level at least 4A Management Engineering,,S,012381,General Seminar.
MSCI400B,Seminar,Level at least 4B Management Engineering,,W,012382,General Seminar.
MSCI401,Management Engineering Design Project 1,Level at least 4A Management Engineering,,,012383,"This is the first course of a two course sequence to provide students with an opportunity to engage in a significant design experience based on the engineering knowledge and skills gained in previous courses and on cooperative work terms. The instructor will review and extend concepts of project management studied in earlier courses, and students will apply these project management skills.  Teams of students will formulate a design problem and submit a preliminary project proposal, make oral presentations for preliminary and interim design reviews, and submit a written interim report describing the proposed design solution.  [Offered S]"
MSCI402,Management Engineering Design Project 2,MSCI 401; Level at least 4B Management Engineering,,W,012384,"This is the second course of a two course sequence to provide students with an opportunity to engage in a significant design experience based on the engineering knowledge and skills gained in previous courses and on cooperative work terms. Each student team is required to complete the detailed design for the project defined in MSCI 401, submit a final written report, and make an oral presentation describing their design solution."
MSCI411,Leadership and Influence,,BET 450,S,014556,"This course will provide students with an overview of how management, psychology, marketing, and related fields have approached the topics of leadership, influence, and power. The first section of the course will address the antecedents of leadership (e.g., How do specific leaders emerge? What are the qualities of good leaders?). The second section of the course will address the act of leadership (e.g., How do leaders influence their followers? What limitations are inherent to leadership positions?) Specific topics covered include leadership styles, persuasion, social influence, evolutionary perspectives, motivating others, and managing conflict."
MSCI422,Economic Impact of Technological Change and Entrepreneurship,,,F,011499,"This course is designed to analyze the impact of technological change and entrepreneurship at a firm and societal level, primarily in terms of the economic antecedents and consequences of new technology. The scope of the course ranges from the study of the determination of productivity and its effect on economic growth to the determination of innovative activity and performance. Prereq: (One of AE 392, BME 364, CIVE 392, ECON 101, ENVE 392, GEOE 392, MSCI 261, SYDE 262) and (One of AE 224, BME 213, CHE 220, CIVE 224, ECE 306, 316, ECON 221, ENVE 224, ENVS 278, MSCI 251 or 252, ME 202, MTE 201, NE 215, PSCI 314, PSYCH 292, REC 371, SDS 250R, SOC 280, STAT 202, 206, 211, 221, 231, 241, SYDE 212)."
MSCI431,Stochastic Models and Methods,"(One of BME411, CHE521, CIVE332, CO250, ENVE335, MSCI331, SYDE411) and (One of AE224, BME213, CHE220, CIVE224, ECE306, 316,ENVE224,MSCI251,252, ME202,MTE201,NE215,STAT206,211,231,241,SYDE212); Not open to Math students except Software Engineering",,W,006823,"Introduction to operations research models and methods for problems with random, stochastic and probabilistic components. Topics include birth and death processes, branching processes, waiting line models, and Markov decision processes. Applications include the design, modelling, and analysis of service and manufacturing systems, with emphasis on important functions such as queueing, inventory, reliability, equipment replacement, and maintenance."
MSCI432,Production and Service Operations Management,"(One of AE 224, BME 213, CHE 220, CIVE 224, ECE 306, 316, ENVE 224, ME 202, MTE 201, NE 215, STAT 206, 211, 231, 241, SYDE 212); Not open to Management Engineering students.",MSCI 334,"F, W",006824,"Introduction to management, planning, and control decisions in manufacturing and service settings using quantitative approaches. Topic areas include production, inventory, distribution, quality control, facilities layout, and process design. Students are exposed to a number of examples and case studies, and work on a project that involves analysis and discussion of improved designs."
MSCI433,Applications of Management Engineering,"MSCI 332, 333, 431; 334 or 432",,W,012387,"This course exposes students to a variety of application areas in management engineering and introduces to them the challenges inherent in implementing new management engineering systems.  Topics will be chosen from areas such as:  manufacturing, services, logistics, finance, healthcare and engineering."
MSCI434,Supply Chain Management,MSCI 334 or 432; Level at least 4A Management Engineering,,S,012388,"This course focuses on the efficient use of material, information, physical and human capital resources in supply-demand networks consisting of suppliers, manufacturers, distributors, retailers and customers. It emphasizes analytic tools used to design, implement and sustain competitive supply chain systems. The material will highlight application of supply chain practices in industry and supply chain implementation challenges. Issues associated with international or global supply chains will be discussed."
MSCI435,Advanced Optimization Techniques,MSCI 332,,W,012389,"This course covers more advanced topics in optimization that go beyond the contents of MSCI 331 and MSCI 332. The course will cover topics such as constraint programming, stochastic programming, large scale optimization, or complementarity problems."
MSCI436,Decision Support Systems,"MSCI 332; One of CS 348, MSCI 245; One of CS 247, MSCI 342, SYDE 322; One of CS 449, MSCI 343, SYDE 348, 548",,S,012390,"This course provides an introduction to analysis, design and implementation of decision support systems for engineering and business applications. Operations research modelling techniques and software are integrated with database systems and computer interfaces to create systems that aid managerial decision-making. This course also discusses challenges in designing and implementing decision support systems based on models drawn from Operations Research."
MSCI442,Impact of Information Systems on Organizations and Society,Level at least 3A Engineering,,"W, S",006826,"This course is designed to familiarize the student with issues related to the impact of computer-based technologies on individual jobs, organizations, and broader societal level. Particular emphasis will be placed on critical examination of various issues including privacy, security, ethical concern and professional responsibilities."
MSCI444,Information Systems Analysis and Design,At least 3A Engineering; Not open to Software Engineering students or Engineering students in the Software Engineering option. Not open to Management Engineering students.,"CS 432, 490",W,012042,"The course is intended to provide students with the knowledge of the theory and practice of information systems development stages, techniques and methodologies. Course topics may include: requirements analysis, structured and object-oriented design techniques and system implementation strategies."
MSCI445,Telecommunication Systems: from protocols to applications,"One of CS 240, ECE 250, MSCI 240, MTE 140, or SYDE 223",,W,013763,"An introduction to design, use, and analysis of computer networks and telecommunication systems with a focus on technological issues arising in the rapidly developing field of telecommunications and information technology. The emphasis is on what engineers need to know about telecommunication to make sound business decisions and utilize networks in software applications. The material is taught using a top-down approach. Topics include systems, security, applications, evolution of the field, performance, and technology."
MSCI446,Introduction to Machine Learning,"(One of CS 240, ECE 250, MSCI 240, MTE 140, SYDE 223); (One of BME 213, CHE 220, CIVE 224, ECE 306, 316, ENVE 224, MSCI 252, 253, ME 202, MTE 201, NE 215, STAT 206, 231, 241, SYDE 212); Level at least 3A",,W,012391,"This course provides an introduction to machine learning, including supervised and unsupervised learning. Emphasis is placed on proper procedures for the training and testing of models. Topics covered may include data cleaning and transformation, overfitting and generalization, n-fold cross validation, regression, decision trees, neural networks, rule finding, and clustering. Students learn to apply machine learning methods to management engineering problems using common tools such as R and Python."
MSCI452,Decision Making Under Uncertainty,"One of AE 224, BME 213, CHE 220, CIVE 224, ECE 306, 316, ENVE 224, MSCI 251, 252, ME 202, MTE 201, NE 215, STAT 206, 211, 231, 241, SYDE 212",,S,006827,"This course deals with normative, descriptive, and prescriptive theories and models of decision making under uncertainty. The course focuses on concepts such as, risk measures, Bayes theorem, and basic and multi-attribute utility theories. The course uses these concepts to build analytical decision-making models considering the randomness and/or risk-attitude of the decision-makers. Various forms of decision analysis techniques will be covered and typically include, expected utility maximization, the value of information analysis, one/two-way sensitivity analysis, and sequential Bayesian inference. Practical uses and limitations of the models and techniques will be illustrated."
MSCI454,Technical Entrepreneurship,"One of AE 392, BME 364, CIVE 392, ECE 390, ENVE 392, GEOE 392, MSCI 261, SYDE 262; Level at least 3A Engineering",,W,005813,"Technical entrepreneurship is examined considering the role of independent business, entrepreneurial behaviour, types of business and enterprises, business structure, sources of venture concepts and capital, company operation and control, and business start up."
MSCI491,Work-term Report,Level at least 4A Management Engineering.,"WKRPT 400, 401",S,015096,"A work-term report is a written report that provides an opportunity for students to effectively communicate, document, and reflect on engineering experience gained during a preceding work term. In the report, students draw connections between the theoretical aspects of engineering taught in the classroom and the practical applications of that theory in the workplace. Reports are due on the 10th day of lectures for the academic term in which the report is required."
MSCI531,Stochastic Processes and Decision Making,MSCI 431,,S,013764,"This course builds on the material covered in MSCI 431.  Students will learn how to construct and analyze a range of stochastic decision models that are useful in the design and control of a wide variety of systems. Applications areas include the design of inventory control systems, telecommunication networks, healthcare polices, manufacturing control and reliability analysis. Topics include Renewal-Reward Processes, Markov Decision Processes, Matrix Analytic Methods with application areas noted above."
MSCI541,Search Engines,"(One of BME 122, CS 240, ECE 250, MSCI 240, MTE 140, SYDE 223) and (One of AE 224, BME 213, CHE 220, CIVE 224, ECE 306, 316, ENVE 224, MSCI 251, 252, ME 202, MTE 201, NE 215, STAT 206, 231, 241, SYDE 212)",,F,013765,"This course provides an opportunity for students to learn the engineering behind search engines and how to optimize search engines to provide higher quality user experiences. This course focuses on text retrieval and web search. Topics include design and construction of retrieval systems, retrieval models, and evaluation of search engines."
MSCI543,Analytics and User Experience,"(One of MSCI 253, SYDE 212); (One of MSCI 343, SYDE 348, 548)",,"S, first offered Spring 2022",015570,"This course provides students with an in-depth understanding of methods for evaluating the user experience on a large scale. Students will learn how to design user experiments that involve the collection and analysis of large quantities of data online, apply useful metrics for evaluating the user experience, and use this analysis to inform their designs of software and technology."
MSCI551,Quality Management and Control,"One of AE 224, BME 213, CHE 220, CIVE 224, ECE 306, 316, ENVE 224, MSCI 251, 252, ME 202, MTE 201, NE 215, STAT 206, 231, 241, SYDE 212",,F,013766,"The course focuses on the analysis, evaluation, and improvement of quality based on statistical tools. Topics include process capability analysis, statistical process control, experimental design and the Taguchi method, and acceptance sampling. The emphasis is on the assessment of quality and the design of alternate processes and/or quality assessment schemes to improve quality."
MSCI555,Scheduling: Theory and Practice,"One of BME 411, CHE 521, CIVE 332, CO 250, ENVE 320, 335, MSCI 331, SYDE 411.",CO 454,W,013767,"Scheduling is the sequencing of tasks to scarce resources. By exploring scheduling problems found in industry, this course will discuss scheduling framework and notation as well as algorithmic, heuristic, and mathematical programming solution approaches. Students will be introduced to the theoretical background in these areas, but the emphasis will be placed on modeling and solving scheduling problems in practice. Students will apply these concepts in design activities in assignments and a course project."
MSCI597,Complementary Studies Topics in Management Sciences,,,"F, W, S",013768,"A complementary studies course on advanced topics in Management Sciences will be offered when resources are available.   For current offerings, see the Future Term Course Offerings list or the Schedule of Classes."
MSCI598,Special Topics in Management Engineering,,,"F, W, S",013769,"A course on advanced topics in management engineering will be offered when resources are available. For current offerings, see the future term course offerings list or the schedule of classes."
CS100,Introduction to Computing through Applications,"Not open to Mathematics,Biomedical,Chemical,Civil,Computer & Electrical,Environmental,Geological,Management,Mechanical,Mechatronics,Nanotechnology & Systems Design Eng students.","All second,third or fourth year CS courses or equivalents","F,W,S",004360,"Using personal computers as effective problem solving tools for the present and the future. Effective use of spreadsheets to process, manipulate, and visualize numeric and textual information. Introduction to the Internet, World Wide Web, HTML, and XML. Algorithms underlying the functional components of web search engines and their influence on data access. Using wikis to publish, reshape, and organize data collaboratively."
CS105,Introduction to Computer Programming 1,Not open to Mathematics students.,"BME 121, CS 115, 135, 137, 145, CHE 121, CIVE 121, ECE 150, MTE 121/GENE 121, NE 111, MSCI 121, PHYS 236, SYDE 121",F,015054,"An introduction to the fundamentals of computer programming through media computation. Students will learn to write interactive graphical programs. Fundamental language concepts such as variables, conditionals, loops, functions, and arrays. Programming concepts such as coding style, modular design, testing, and debugging.  Media concepts such as 2D graphics drawing, input, animation, and image processing."
CS106,Introduction to Computer Programming 2,CS 105; Not open to Mathematics students.,"BME 121, CS 115, 135, 137, 145, CHE 121, CIVE 121, ECE 150, MTE 121/GENE 121, NE 111, MSCI 121, SYDE 121",W,015055,"A continuation of the introduction to computer programming begun in CS 105. The use of programming, in conjunction with libraries, as a means of solving practical problems in art, design, and data processing. Basic text processing, manipulation of images and sound, handling and visualization of tabular and hierarchical data. Introductions to user interfaces, physical simulation, and object-oriented programming."
CS114,Principles of Computing for Science,Not open to Faculty of Math students.,"CS 116, 135, 136, 137, 138, 145, 146, BME 121, CHE 120, CIVE 121, ECE 150, GENE 121/MTE 121, ME 101, MSCI 121, NE 111, PHYS 236, SYDE 121",,016252,"Introduction to basic imperative programming principles; programming concepts including functions, flow control, lists, arrays; numerical accuracy and efficiency; data analysis and general-purpose algorithms. Introduction to object-oriented programming concepts."
CS115,Introduction to Computer Science 1,,"BME 121, CS 135, 137, 138, 145, CHE 121, CIVE 121, ECE 150, GENE 121/MTE 121, ME 101, NE 111, MSCI 121, PHYS 139, SYDE 121",,012765,"An introduction to the fundamentals of computer science through the application of elementary programming patterns in the functional style of programming. Function definition and application. Tracing via substitution. Design, testing, and documentation. Recursive data definitions. Lists and trees. Functional and data abstraction. "
CS116,Introduction to Computer Science 2,CS 115 or 135 or 145.,"CS 136, 137, 138, 146, PHYS 236, 239, MSCI 240, NE 111","F,W,S",012766,"This course builds on the techniques and patterns learned in CS 115 while making the transition to use of an imperative language. Generative and structural recursion. Mutation (assignment) and its role in an imperative language. Primitive types and basic I/O. Sequencing, selection, looping. Function definition and use. File and console I/O. Issues in computer science."
CS135,Designing Functional Programs,,"BME 121, CS 115, 137, 138, 145, CIVE 121, ECE 150, ME 101, MSCI 121, PHYS 236, SYDE 121",,012040,"An introduction to the fundamentals of computer science through the application of elementary programming patterns in the functional style of programming. Syntax and semantics of a functional programming language. Tracing via substitution. Design, testing, and documentation. Linear and nonlinear data structures. Recursive data definitions. Abstraction and encapsulation. Generative and structural recursion. Historical context.  "
CS136,Elementary Algorithm Design and Data Abstraction,At least 90% in CS 115 or at least 70% in CS 116 or at least 60% in CS 135 or CS 145.,"CS 137, 138, 146, PHYS 239",,012041,"This course builds on the techniques and patterns learned in CS 135 while making the transition to use an imperative language. It introduces the design and analysis of algorithms, the management of information, and the programming mechanisms and methodologies required in implementations. Topics discussed include iterative and recursive sorting algorithms; lists, stacks, queues, trees, and their application; abstract data types and their implementations. "
CS137,Programming Principles,Software Engineering students only,,F,012886,Review of fundamental programming concepts and their application. Procedures and parameter passing. Arrays and structures. Recursion.  Sorting. Pointers and simple dynamic structures.  Space and time analysis of designs. Design methodologies.
CS138,Introduction to Data Abstraction and Implementation,CS 137,,,012887,"Software abstractions via elementary data structures and their implementation; encapsulation and modularity; class and interface definitions; object instantiation; recursion; elementary abstract data types, including sequences, stacks, queues, and trees; implementation using linked structures and arrays; vectors and strings; memory models; automatic vs. dynamic memory management. "
CS145,Designing Functional Programs (Advanced Level),,"CS 115, 135, 137, 138",,012767,CS 145 is an advanced-level version of CS 135. 
CS146,Elementary Algorithm Design and Data Abstraction (Advanced Level),CS 145 with a grade of at least 75%.,"CS 116, 136, 137, 138.",,013657,CS 146 is an advanced-level version of CS 136. 
CS200,Concepts for Advanced Computer Usage,Not open to Computer Science students,,"W,S",004372,"Important concepts underlying major personal computer application categories; methodologies for learning and evaluating software; operating system and hardware design from the user's point of view, with implications for maintaining a personal computer. Students are encouraged to use their own personal computer for assignments.  Social media and the effect of technology on society are explored throughout the course."
CS230,Introduction to Computers and Computer Systems,"One of CS 116, 136, 138, 146; Not open to Computer Science students.","BME 292/393, CS 241, 251, SYDE 192",,004374,"Basic computer architecture, organization, system services, and software. Typology of  processors, memory, I/O devices and their performance. "
CS231,Algorithmic Problem Solving,"One of CS 116, 136, 138, 146; Not open to Computer Science
students.","BME 122, CS 341, ECE 250, MSCI 240, MTE 140, SYDE 223",,015400,"The study of the steps required to solve real-world problems on a computer, including problem specification, choice of algorithmic paradigm, analysis, and implementation.  Topics include exhaustive search, divide and conquer, greedy, and dynamic programming approaches. "
CS234,Data Types and Structures,"One of CS 116, 136, 138, 146; Not open to Computer Science students.","BME 122, CS 240, ECE 250, MSCI 240, MTE 140, SYDE 223",,004375,"Top-down design of data structures. Using representation-independent data types. Introduction to commonly used data types, including lists, sets, mappings, and trees. Selection of data representation. "
CS240,Data Structures and Data Management,"(CS 245 or SE 212), (one of CS 241, 246, 247), (one of STAT 206, 230, 240); Computer Science and BMath (Data Science) students only.","BME 122, CS 234, ECE 250, MTE 140, SYDE 223",,004377,"Introduction to widely used and effective methods of data organization, focusing on data structures, their algorithms, and the performance of these algorithms. Specific topics include priority queues, sorting, dictionaries, data structures for text processing. "
CS240E,Data Structures and Data Management (Enriched),"A grade of 85% or higher in one of CS 136, 138 or 146; Computer Science students only.","CS 234, ECE 250",,015405,Enriched version of CS 240. 
CS241,Foundations of Sequential Programs,(CS 138 or 246) or (a grade of 85% or higher in one of CS 136 or 146); Computer Science and BMath (Data Science) students only.,"CS 230, ECE 351",,004378,"The relationship between high-level languages and the computer architecture that underlies their implementation, including basic machine architecture, assemblers, specification and translation of programming languages, linkers and loaders, block-structured languages, parameter passing mechanisms, and comparison of programming languages. "
CS241E,Foundations of Sequential Programs (Enriched),"A grade of 85% or higher in one of CS 136, 138, or 146; Computer Science and BMath (Data Science) students only.","CS 230, GENE 344",,015406,Enriched version of CS 241. 
CS245,Logic and Computation,"(One of CS 136, 138, 146), MATH 135; Honours Mathematics students only.","PMATH 330, ECE 208, SE 212",,011405,"Logic as a tool for representation, reasoning, and computation. Propositional and predicate logic. Formalizing the notions of correct and incorrect reasoning, defining what is computable, and exploring the limits of computation. Godel's Incompleteness Theorem. Applications of logic to computer science."
CS245E,Logic and Computation (Enriched),A grade of 85% or higher in one of CS 136 or 146; Honours Mathematics students only.,"ECE 208, PMATH 330, and SE 212",,015407,Enriched version of CS 245. 
CS246,Object-Oriented Software Development,CS 146 or a grade of 60% or higher in CS 136 or 138; Honours Mathematics students only.,"CS 247, MSCI 342, SYDE 322",,004380,"Introduction to object-oriented programming and to tools and techniques for software development. Designing, coding, debugging, testing, and documenting medium-sized programs: reading specifications and designing software to implement them; selecting appropriate data structures and control structures; writing reusable code; reusing existing code; basic performance issues; debuggers; test suites. "
CS246E,Object-Oriented Software Development (Enriched),A grade of 85% or higher in one of CS 136 or 146; Honours Mathematics students only.,SYDE 322,,015408,Enriched version of CS 246. 
CS247,Software Engineering Principles,CS 241; Software Engineering students only.,"CS 246, MSCI 342, SYDE 322",,013805,"Systematic methods for designing, coding, testing, and documenting medium-sized programs. Major topics include abstraction, modularity, software modeling, object-oriented programming and design, generic programming, testing and debugging. "
CS251,Computer Organization and Design,"One of CS 136, 138, 146; Computer Science and BMath (Data Science) students only.","BME 292/393, ECE 222, ME 262, MTE 262, SYDE 192",,004382,Overview of computer organization and performance. Basics of digital logic design. Combinational and sequential elements. Data representation and manipulation. Basics of processor design. Pipelining. Memory hierarchies. Multiprocessors. 
CS251E,Computer Organization and Design (Enriched),A grade of  85% or higher in one of CS 136 or 146; Computer Science and BMath (Data Science) students only.,"BME 292/393, ECE 222, ME 262, MTE 262, SYDE 192",,015893,Enriched version of CS 251. 
CS330,Management Information Systems,"One of CS 106, 116, 136, 138, 146; Level at least 2B; Not open to
Computer Science students.","AFM 241, BUS 415W, 486W, CS 480/490,
MSCI 441","F,W,S",004385,"An introduction to information systems and their strategic role in business. Topics include types of information systems, organizational requirements, systems development strategies, decision support systems, data and information management, and information systems management, control and implementation."
CS335,Computational Methods in Business and Finance,"(One of CS 116, 136, 138, 146); MATH 136 or 146, MATH 237 or 247, STAT 231 or 241; Not open to Computer Science students.","AMATH 242/ CS 371, CS 370, MTE 204","F,W",013658,"An introduction to numerical methods for business and finance. Floating-point arithmetic, interpolation. Methods for portfolio optimization and contingent-claims valuation. Solution of nonlinear equations. Monte Carlo methods, lattice methods, simulation of hedging strategies."
CS338,Computer Applications in Business: Databases,"One of CS 230, 231, 234, 246, 330; or (AFM 341 and (CS 116 or CS 136 or CS 146)); Not open to Computer Science students.","CS 348, 448, MSCI 346",,004390,"A user-oriented approach to the management of large collections of data. Methods used for the storage, selection, and presentation of data. Common database management systems. "
CS341,Algorithms,CS 240 and (MATH 239 or 249); Computer Science and BMath (Data Science) students only.,"CS 231, ECE 406",,004392,"The study of efficient algorithms and effective algorithm design techniques. Program design with emphasis on pragmatic and mathematical aspects of program efficiency. Topics include divide and conquer algorithms, recurrences, greedy algorithms, dynamic programming, graph search and backtrack, problems without algorithms, NP-completeness and its implications. "
CS343,Concurrent and Parallel Programming,CS 350 or SE 350; Computer Science students only,,,011417,"An introduction to concurrent and parallel programming, with an emphasis on language constructs. Major topics include exceptions, coroutines, atomic operations, critical sections, mutual exclusion, semaphores, high-level concurrency, deadlock, interprocess communication, process structuring, shared memor,y and distributed architectures. Students will learn how to structure, implement, and debug concurrent programs. "
CS348,Introduction to Database Management,Computer Science and BMath (Data Science) students only.,"CS 338, ECE 356, 456, MSCI 346",,004417,"The main objective of this course is to introduce students to fundamentals of database technology by studying databases from three viewpoints: those of the database user, the database designer, and the database administrator. It teaches the use of a database management system (DBMS) by treating it as a black box, focusing only on its functionality and its interfaces. Topics include introduction to database systems, relational database systems, database design methodology, SQL and interfaces, database application development, concept of transactions, ODBC, JDBC, database tuning, database administration, and current topics (distributed databases, data warehouses, data mining). "
CS349,User Interfaces," CS 241 and (one of MATH 115, 136, 146); Computer Science students only",,,011727,"An introduction to contemporary user interfaces, including the basics of human-computer interaction, the user interface design/evaluation process, the event abstraction, user interface components, specification of user interfaces, and the architectures within which user interfaces are developed. Implementation and evaluation of a typical user interface is considered. "
CS350,Operating Systems,"CS 240, 241, 246, (CS 251 or ECE 222); Computer Science students only.","ECE 254, MTE 241, SE 350",,011416,"An introduction to the fundamentals of operating system function, design, and implementation. Topics include concurrency, synchronization, processes, threads, scheduling, memory management, file systems, device management, and security. "
CS360,Introduction to the Theory of Computing,"CS 240, 241 and (MATH 239 or 249); Computer Science students only.",CS 365,,004398,Models of computers including finite automata and Turing machines. Basics of formal languages with applications to the syntax of programming languages. Alternate characterizations of language classes. Proving unrecognizability.  Unsolvable problems and their relevance to the semantics of programming. 
CS365,Models of Computation,"CS 240, 241 and (MATH 239 or 249); Computer Science students only.",CS 360,,011347,Finite automata and regular expressions. Pushdown automata and context-free grammars. Turing machines and undecidability. Time and space complexity. Diagonalization and hierarchies. CS 365 covers the material in CS 360 at an accelerated pace plus additional topics in computational complexity.  
CS370,Numerical Computation,"(One of MATH 118, 119, 128, 138, 148), (one of MATH 106, 114, 115, 136, 146), (one of CS 231, 234, 241, 246).","AMATH 242/CS 371, CHE 121, CIVE 121, CS 335, ECE 204, MTE 204",,004400,"Principles and practices of basic numerical computation as a key aspect of scientific computation. Visualization of results. Approximation by splines, fast Fourier transforms, solution of linear and nonlinear equations, differential equations, floating point number systems, error, stability. Presented in the context of specific applications to image processing, analysis of data, scientific modeling. "
CS371,Introduction to Computational Mathematics,"(One of CS 116, 136, 138, 146), MATH 235 or 245, 237 or 247.","CS 335, 370, ECE 204, MTE 204",,011363,"A rigorous introduction to the field of computational mathematics. The focus is on the interplay between continuous  models and  their solution via discrete processes. Topics include pitfalls in computation, solution of linear systems, interpolation, discrete Fourier transforms, and numerical integration. Applications are used as motivation. "
CS383,Computational Digital Art Studio,CS 240; FINE 228 or 229; FINE 257 or ENGL 293,,W,015143,An upper-level studio course to create computational projects that function as art works and aesthetic experiences. Students will work in an interdisciplinary environment to combine computer science principles with fine art technical and conceptual skills.
CS398,Topics in Computer Science,CS 240 and (CS 246 or 247); Computer Science students only,,,011409,See the Course Offerings List for topics available.
CS399,Readings in Computer Science,CS 240 and (CS 246 or 247); Computer Science students only,,,011410,Reading course as announced by the department.
CS430,Applications Software Engineering,CS 330; Level at least 3A; Not open to Computer Science students.,"CS 446/ECE 452, SE 464","F,W",004404,An investigation into the role and function of software engineering practice in the construction of computer based systems. Topics include: requirements and specification; documentation techniques; analysis and design; implementation; testing and maintenance; management issues.
CS431,Data-Intensive Distributed Analytics,(CS 231 or 234 or 341) and (CS 251 or 330); Not open to Computer Science students.,CS 451,"F,W",015547,"Introduces non-CS major students to infrastructure for data-intensive analytics, with a focus on abstractions, frameworks, and algorithms that allow developers to distribute computation across many machines. Topics include core concepts (partitioning, replication, locality, consistency), computational models (MapReduce, dataflows, stream processing, bulk-synchronous parallel), and applications."
CS436,Networks and Distributed Computer Systems,"One of CS 230, 241, 246, 251; Not open to Computer Science students.","CS 454, 456, ECE 428, 454",,004407,"An introduction to networks,  protocols, and distributed systems.  Layered models, resource management, naming, addressing and routing, reliable communication, security, and higher-level services. "
CS442,Principles of Programming Languages,CS 240; Computer Science students only,,,004410,"An exposure to important concepts and issues in contemporary programming languages. Data types, abstraction, and polymorphism. Program structure. Lambda calculus and functional programming, logic programming, object-oriented programming. Semantics of programming languages. Critical comparison of language features and programming methodologies using examples drawn from a variety of programming languages including Lisp, Prolog, ML, Ada, Smalltalk, Icon, APL, and Lucid. Programming assignments involve the use of some of these languages. "
